place_name,place_id,lat,lng,type,monday,tuesday,wednesday,thursday,friday,saturday,sunday
LUQYANA DENTAL CLINIC by. Drg Yuliana,ChIJyyfKSrCu1TEREbVHZCtZjek,0.5048328,101.4424539,dentist,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 62, 56, 62, 75, 75, 68, 56, 43, 37, 37, 31, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 37, 56, 68, 62, 37, 25, 25, 31, 37, 25, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 43, 56, 75, 93, 100, 87, 62, 50, 37, 31, 31, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 31, 31, 37, 56, 68, 56, 43, 31, 25, 25, 18, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 56, 56, 56, 56, 50, 43, 43, 43, 37, 31, 18, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 50, 62, 68, 68, 62, 43, 31, 25, 25, 25, 18, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 25, 37, 50, 56, 50, 43, 31, 25, 18, 12, 0, 0, 0]"
Zala Futsal,ChIJW5zUaymv1TER7SQGj6JNt2Y,0.5049085999999999,101.4379532,gym,"[4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 10, 28, 35, 17, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 0, 0, 0, 0, 1, 13, 32, 32, 16, 7]","[2, 1, 0, 0, 0, 0, 0, 0, 1, 7, 13, 13, 8, 2, 1, 1, 2, 4, 7, 16, 31, 38, 31, 16]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 28, 67, 100, 97, 59, 23]","[0, 0, 0, 0, 0, 1, 5, 10, 13, 13, 10, 5, 1, 1, 0, 2, 35, 70, 34, 4, 5, 20, 29, 16]","[2, 0, 0, 0, 0, 0, 1, 1, 5, 10, 16, 16, 11, 7, 1, 1, 1, 1, 2, 7, 8, 10, 10, 7]"
MAXX SALON FOR MEN (RUDY HADISUARNO),ChIJeablhtau1TERmhvb7Iw6mDw,0.4808061000000001,101.440224,hair_care,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28, 62, 90, 91, 67, 42, 34, 41, 44, 33, 14, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33, 69, 97, 100, 80, 59, 48, 43, 32, 16, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 57, 95, 96, 63, 33, 26, 29, 29, 21, 10, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 55, 88, 95, 77, 59, 51, 42, 30, 15, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 36, 60, 78, 84, 77, 67, 65, 59, 38, 12, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 40, 45, 59, 83, 81, 62, 54, 51, 43, 27, 10, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 46, 72, 75, 77, 85, 80, 61, 53, 45, 22, 0, 0, 0, 0]"
Omar Barbershop,ChIJwYFR6e6o1TER4aSbzo_pmpE,0.4660990999999999,101.4038227,hair_care,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 23, 26, 30, 38, 50, 53, 61, 65, 57, 42, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 26, 65, 61, 50, 57, 38, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 34, 23, 7, 11, 26, 38, 46, 42, 46, 50, 34, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 7, 7, 11, 30, 53, 61, 46, 42, 57, 46, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 26, 34, 34, 38, 50, 65, 73, 65, 53, 61, 46, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 26, 34, 38, 38, 46, 65, 80, 88, 76, 53, 30, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 42, 46, 34, 30, 46, 69, 88, 100, 92, 73, 50, 0, 0]"
Pangkas rambut prima jaya,ChIJaWDw71mv1TERMdrBp54ebQ8,0.4452280999999999,101.44601740000002,hair_care,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 29, 35, 38, 35, 32, 32, 45, 67, 83, 74, 61, 48, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 48, 54, 54, 48, 45, 51, 67, 83, 93, 90, 74, 51, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 54, 67, 64, 54, 51, 61, 80, 96, 100, 87, 64, 41, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 45, 54, 58, 64, 80, 83, 70, 58, 58, 61, 58, 45, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 35, 45, 45, 38, 32, 29, 35, 48, 64, 70, 61, 45, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 32, 35, 45, 64, 80, 83, 80, 83, 90, 87, 70, 48, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 48, 64, 70, 67, 61, 51, 41, 35, 32, 29, 25, 19, 0, 0]"
Rumah Sakit Mata SMEC Pekanbaru,ChIJL1qmY9au1TERNTEegteoAXQ,0.4800504999999999,101.4391045,hospital,"[0, 0, 0, 0, 0, 0, 0, 0, 32, 54, 72, 77, 70, 58, 49, 42, 32, 20, 10, 4, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 39, 61, 75, 74, 63, 52, 43, 36, 28, 20, 12, 7, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 49, 72, 83, 84, 76, 62, 49, 38, 29, 21, 14, 8, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 46, 59, 58, 51, 48, 48, 45, 36, 25, 15, 9, 5, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 44, 62, 68, 62, 53, 45, 39, 32, 25, 18, 11, 7, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 50, 82, 100, 96, 83, 69, 54, 37, 27, 22, 18, 14, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Apotik Medika Pekanbaru,ChIJzUUKSAms1TERHrz-NzGnJXE,0.5283831,101.4383438,pharmacy,"[0, 0, 0, 0, 0, 0, 0, 1, 2, 11, 19, 19, 12, 3, 1, 1, 8, 27, 52, 68, 61, 38, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 28, 27, 17, 5, 1, 1, 1, 19, 61, 100, 90, 45, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 5, 11, 14, 14, 10, 4, 1, 1, 9, 31, 56, 65, 48, 21, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 16, 28, 28, 16, 3, 1, 1, 1, 13, 45, 78, 77, 43, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 11, 20, 19, 9, 0, 1, 1, 2, 17, 41, 60, 56, 32, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 5, 15, 19, 13, 6, 2, 1, 1, 4, 16, 32, 41, 34, 18, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
GUARDIAN - Giant Nangka,ChIJ7bGCVEyp1TERUBZTcYRcEGQ,0.5034773,101.4309036,pharmacy,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 35, 42, 64, 78, 78, 50, 35, 28, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 28, 35, 42, 42, 42, 35, 35, 42, 50, 42, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 35, 35, 35, 50, 71, 85, 85, 92, 100, 85, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 21, 28, 35, 50, 50, 57, 57, 50, 42, 35, 0, 0, 0]"
Kimia Farma Nangka,ChIJh9iTKEyp1TERLFXNBbscPng,0.5031139,101.428442,pharmacy,"[4, 0, 4, 0, 0, 0, 4, 4, 18, 36, 45, 40, 27, 13, 13, 18, 31, 50, 63, 68, 63, 50, 31, 13]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 13, 27, 31, 31, 27, 22, 22, 31, 50, 72, 86, 81, 59, 31, 4]","[4, 4, 4, 4, 0, 0, 0, 4, 13, 40, 45, 40, 31, 22, 18, 27, 40, 59, 68, 72, 63, 50, 27, 9]","[4, 4, 4, 4, 0, 0, 0, 4, 59, 72, 31, 40, 54, 50, 50, 68, 86, 95, 100, 86, 63, 40, 18, 4]","[4, 4, 4, 0, 0, 0, 0, 4, 31, 63, 63, 31, 13, 18, 36, 54, 68, 77, 86, 95, 95, 86, 59, 27]","[4, 4, 4, 0, 0, 0, 4, 4, 13, 31, 40, 40, 31, 31, 31, 40, 45, 54, 59, 63, 68, 63, 50, 31]","[9, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 9, 9, 4, 4, 4, 4, 18, 4, 9, 27, 13]"
Milagros Pekanbaru (Stokis Resmi),ChIJqQQ-7VGp1TERVDOfQL0qSSI,0.5071829000000001,101.4274189,pharmacy,"[23, 23, 15, 15, 30, 38, 38, 38, 30, 23, 23, 23, 38, 46, 46, 38, 30, 30, 23, 23, 15, 15, 7, 7]","[7, 7, 15, 23, 23, 23, 23, 23, 23, 23, 30, 46, 61, 61, 53, 46, 46, 46, 46, 38, 38, 30, 30, 30]","[23, 23, 23, 23, 15, 15, 15, 0, 7, 15, 15, 23, 46, 69, 69, 53, 38, 30, 30, 30, 30, 30, 30, 30]","[30, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 30, 46, 69, 76, 53, 30, 23]","[23, 23, 23, 23, 23, 15, 15, 15, 15, 23, 38, 53, 61, 61, 53, 46, 30, 30, 30, 30, 38, 38, 38, 38]","[30, 30, 23, 23, 15, 15, 15, 15, 23, 30, 46, 61, 76, 84, 92, 100, 100, 92, 76, 53, 38, 23, 15, 15]","[15, 15, 15, 15, 15, 15, 23, 30, 38, 53, 69, 84, 84, 76, 76, 76, 92, 100, 92, 69, 46, 30, 23, 23]"
Apotek Mandiri,ChIJ71mHKRKs1TERGiK99NMnwn8,0.5286059000000001,101.4477178,pharmacy,"[0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 33, 40, 36, 33, 33, 53, 76, 86, 73, 70, 93, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 20, 33, 50, 56, 50, 36, 23, 23, 40, 60, 63, 53, 66, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 13, 16, 20, 20, 20, 23, 36, 56, 80, 90, 76, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 20, 23, 16, 10, 16, 36, 66, 86, 86, 83, 93, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 16, 20, 26, 30, 33, 40, 56, 76, 96, 100, 83, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 30, 40, 43, 43, 43, 46, 56, 60, 63, 73, 86, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 16, 13, 10, 10, 20, 36, 50, 53, 40, 26, 36, 0, 0, 0]"
Apotek Kimia Farma Melur,ChIJZaJVnAWs1TERXCjTFQUcK6k,0.5281544,101.4342276,pharmacy,"[0, 0, 0, 0, 0, 0, 0, 0, 39, 58, 62, 56, 45, 45, 50, 54, 52, 50, 58, 72, 77, 58, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 33, 52, 70, 77, 68, 56, 45, 45, 56, 70, 77, 72, 58, 39, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 39, 60, 68, 58, 39, 31, 33, 39, 41, 45, 56, 68, 70, 54, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 37, 79, 100, 83, 54, 43, 45, 43, 37, 33, 39, 54, 60, 47, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 50, 70, 77, 66, 47, 35, 31, 39, 50, 60, 62, 58, 47, 35, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 39, 54, 60, 54, 41, 37, 37, 37, 33, 29, 31, 39, 41, 31, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 10, 16, 20, 16, 12, 12, 18, 25, 20, 12, 10, 16, 20, 18, 0, 0]"
Apotek Trans,ChIJCT6Y-eKr1TEROfR-Hc-uMDw,0.5174228000000001,101.4212653,pharmacy,"[0, 0, 0, 0, 0, 0, 0, 0, 14, 22, 25, 33, 44, 59, 66, 70, 62, 59, 59, 59, 55, 40, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 22, 25, 33, 37, 40, 40, 40, 37, 33, 29, 22, 14, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 37, 51, 55, 44, 33, 37, 55, 85, 100, 96, 70, 40, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 18, 25, 37, 48, 55, 59, 59, 55, 48, 40, 29, 22, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 25, 40, 51, 59, 62, 59, 59, 59, 59, 66, 70, 70, 62, 48, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 22, 37, 51, 59, 59, 51, 40, 33, 33, 37, 37, 25, 11, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0]"
Apotek Kimia Farma,ChIJAQvyG_So1TERYVVc9OdCUoY,0.4644140000000001,101.4016605,pharmacy,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 29, 58, 75, 79, 75, 62, 58, 66, 87, 100, 95, 79, 54, 33]","[12, 4, 4, 4, 4, 4, 4, 4, 4, 4, 25, 41, 54, 58, 58, 58, 62, 75, 83, 91, 91, 75, 54, 25]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 25, 37, 41, 41, 37, 37, 45, 66, 91, 100, 91, 70, 50]","[25, 4, 4, 4, 4, 4, 4, 4, 4, 25, 37, 45, 58, 75, 91, 95, 79, 58, 50, 54, 66, 70, 62, 41]","[12, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12, 29, 37, 41, 45, 45, 50, 54, 62, 62, 62, 54, 37, 16]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 20, 37, 41, 29, 12, 4, 12, 29, 41, 41, 33]","[16, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12, 25, 29, 33, 37, 41, 45, 50, 50, 41, 25, 4]"
Kimia Farma Apotek 596,ChIJCaeidEOo1TERl1DlVnrrZ0M,0.4638543999999999,101.3796536,pharmacy,"[6, 0, 0, 0, 0, 0, 6, 6, 6, 20, 40, 40, 40, 53, 73, 86, 93, 80, 60, 53, 60, 60, 46, 20]","[6, 6, 0, 0, 0, 0, 6, 6, 6, 6, 20, 26, 33, 40, 53, 73, 86, 86, 73, 46, 40, 53, 60, 40]","[6, 0, 0, 0, 0, 0, 6, 6, 6, 20, 33, 40, 40, 40, 46, 60, 80, 73, 66, 60, 53, 46, 26, 6]","[6, 0, 0, 0, 0, 0, 0, 6, 26, 60, 66, 53, 33, 26, 46, 80, 100, 100, 86, 73, 86, 86, 66, 33]","[6, 0, 0, 0, 0, 0, 0, 6, 6, 26, 40, 40, 33, 26, 33, 46, 66, 80, 80, 73, 53, 33, 13, 6]","[6, 6, 0, 0, 0, 0, 0, 6, 6, 13, 26, 33, 33, 40, 46, 46, 46, 40, 33, 33, 33, 33, 26, 20]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 13, 13, 13, 13, 6, 6, 6, 13, 26, 6, 6]"
Milagros Pekanbaru (Stokis Resmi),ChIJ4cvCMOWx1TERFXL8sAzf7pU,0.5054333,101.5343142,pharmacy,"[22, 22, 22, 22, 22, 0, 0, 11, 11, 0, 33, 44, 44, 33, 22, 33, 55, 55, 44, 33, 33, 33, 33, 33]","[33, 33, 22, 22, 11, 22, 11, 0, 11, 11, 22, 33, 44, 44, 55, 55, 55, 66, 77, 66, 44, 22, 11, 0]","[0, 0, 0, 0, 0, 0, 11, 11, 11, 22, 22, 22, 22, 33, 44, 55, 77, 88, 100, 100, 100, 77, 55, 33]","[11, 11, 0, 0, 0, 0, 0, 0, 0, 11, 11, 22, 33, 44, 55, 66, 77, 66, 55, 44, 33, 22, 22, 22]","[22, 11, 11, 11, 11, 0, 11, 22, 22, 22, 33, 33, 33, 33, 33, 33, 33, 44, 55, 66, 55, 55, 44, 33]","[33, 22, 22, 22, 11, 0, 11, 22, 22, 33, 33, 33, 33, 22, 33, 55, 77, 66, 44, 33, 33, 33, 33, 33]","[33, 22, 22, 11, 22, 22, 22, 22, 22, 33, 33, 44, 44, 55, 66, 66, 77, 66, 55, 44, 33, 22, 22, 22]"
Kenken Petshop,ChIJocgBRSqs1TERN2VzaQeQEL0,0.5168680000000001,101.475636,pet_store,"[0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 33, 46, 53, 53, 46, 40, 40, 40, 33, 20, 13, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 13, 20, 26, 33, 33, 33, 40, 60, 60, 33, 6, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20, 26, 20, 13, 13, 33, 46, 33, 26, 60, 66, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 26, 26, 20, 20, 20, 33, 33, 40, 33, 26, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 20, 26, 33, 33, 33, 73, 100, 40, 20, 13, 13, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 26, 33, 40, 40, 40, 40, 33, 73, 46, 33, 26, 13, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 13, 20, 20, 20, 26, 33, 40, 33, 20, 20, 20, 0, 0, 0]"
EVO PETSHOP AND COFFEESHOP,ChIJB4CiO2St1TERpAV6IwxlFO8,0.516386,101.441729,pet_store,"[0, 0, 0, 0, 0, 0, 0, 0, 37, 62, 62, 50, 37, 37, 50, 50, 50, 50, 50, 50, 37, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 50, 87, 100, 62, 25, 25, 37, 50, 62, 62, 75, 75, 62, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 37, 62, 50, 25, 37, 50, 62, 75, 75, 62, 50, 37, 25, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 37, 75, 87, 87, 62, 25, 12, 25, 50, 75, 87, 75, 50, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 12, 50, 75, 25, 12, 12, 12, 37, 50, 62, 50, 50, 25, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 50, 75, 50, 25, 12, 37, 62, 75, 87, 75, 62, 37, 25, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
EVO PETSHOP AND COFFEESHOP,ChIJbVLH17Ot1TERtV0sw87XD34,0.5163732,101.4414775,pet_store,"[0, 0, 0, 0, 0, 0, 0, 0, 37, 62, 62, 50, 37, 37, 50, 50, 50, 50, 50, 50, 37, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 50, 87, 100, 62, 25, 25, 37, 50, 62, 62, 75, 75, 62, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 37, 62, 50, 25, 37, 50, 62, 75, 75, 62, 50, 37, 25, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 37, 75, 87, 87, 62, 25, 12, 25, 50, 75, 87, 75, 50, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 12, 50, 75, 25, 12, 12, 12, 37, 50, 62, 50, 50, 25, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 50, 75, 50, 25, 12, 37, 62, 75, 87, 75, 62, 37, 25, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Happy Puppy,ChIJI4X9Y42r1TERI3V4hdkFlWA,0.535046,101.4231979,night_club,"[18, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 7, 10, 11, 11, 15, 29, 44, 46, 37, 28]","[19, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5, 7, 10, 11, 11, 12, 19, 29, 34, 32, 26]","[20, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 5, 7, 9, 11, 13, 17, 25, 37, 45, 41, 31]","[24, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 8, 12, 16, 19, 21, 23, 31, 40, 43, 34]","[22, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 7, 9, 11, 14, 21, 32, 42, 51, 58, 56]","[39, 19, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9, 19, 31, 37, 36, 31, 36, 56, 84, 100, 88]","[58, 28, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11, 21, 32, 38, 40, 40, 44, 51, 54, 47, 32]"
PETERSELI KITCHEN,ChIJ-YOvERSs1TER1tk3upFhaLs,0.5104270000000001,101.454093,night_club,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 14, 22, 26, 25, 21, 16, 16, 28, 45, 49, 35, 15]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 14, 18, 20, 25, 28, 24, 24, 37, 49, 44, 25, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 24, 28, 23, 19, 24, 29, 26, 33, 54, 61, 42, 18]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 19, 24, 28, 30, 30, 29, 32, 40, 48, 45, 31, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 11, 17, 22, 25, 26, 27, 34, 50, 67, 66, 46, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 18, 25, 32, 36, 37, 36, 40, 57, 86, 100, 78, 39]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 10, 19, 29, 36, 39, 37, 37, 47, 61, 58, 37, 14]"
Happy Puppy Sudirman,ChIJrX9EVxKs1TERy1Pvkk4dJPA,0.4887462,101.4540202,night_club,"[29, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6, 11, 17, 21, 24, 26, 29, 35, 42, 42, 35]","[22, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7, 14, 20, 22, 22, 24, 31, 45, 56, 55, 41]","[22, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 15, 22, 27, 29, 29, 28, 29, 36, 44, 46, 38]","[24, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 16, 24, 29, 27, 25, 27, 36, 48, 54, 51, 38]","[20, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 15, 23, 28, 29, 27, 27, 37, 57, 77, 80, 62]","[35, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 15, 30, 43, 46, 39, 34, 41, 63, 87, 100, 90]","[65, 37, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 12, 21, 30, 38, 41, 34, 27, 31, 46, 56, 49]"
NEW PARAGON KTV POOL & CAFE,ChIJJX3PK2us1TERVOX4W6ETvQg,0.5347780999999999,101.4534774,night_club,"[32, 37, 40, 53, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 5, 8, 13, 18, 24]","[32, 42, 49, 44, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 5, 8, 11, 14, 19, 25]","[33, 42, 46, 43, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 4, 7, 9, 12, 15, 19, 25]","[33, 41, 45, 41, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 4, 5, 6, 9, 13, 19, 23, 28]","[39, 56, 66, 57, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 4, 4, 5, 7, 12, 19, 28, 37]","[48, 62, 71, 67, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 3, 4, 6, 10, 17, 25, 35]","[52, 79, 100, 93, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 3, 4, 5, 7, 10, 15, 23]"
Terminal 8,ChIJsWPnqLyu1TERctXbYsftvdE,0.5055955000000001,101.451216,night_club,"[49, 28, 12, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 8, 11, 15, 16, 16, 15, 16, 24, 39, 55, 61]","[52, 33, 15, 0, 0, 0, 0, 0, 0, 0, 2, 5, 10, 14, 17, 16, 12, 8, 4, 6, 19, 38, 48, 50]","[49, 35, 15, 0, 0, 0, 0, 0, 0, 0, 1, 3, 6, 10, 14, 16, 15, 12, 9, 9, 17, 32, 51, 62]","[56, 38, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 12, 15, 16, 16, 17, 18, 18, 21, 34, 53, 64]","[55, 33, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 21, 27, 27, 24, 18, 12, 9, 15, 31, 53, 68]","[65, 46, 24, 0, 0, 0, 0, 0, 0, 0, 1, 4, 10, 18, 26, 28, 24, 17, 11, 12, 23, 47, 77, 99]","[100, 78, 48, 23, 0, 0, 0, 0, 0, 0, 0, 3, 9, 16, 25, 35, 36, 26, 15, 12, 23, 42, 60, 63]"
