place_name,place_id,lat,lng,type,monday,tuesday,wednesday,thursday,friday,saturday,sunday
Bookstore Zanafa,ChIJjcHMLFmo1TER5gukebmKRwo,0.4644452999999999,101.3852567,book_store,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 39, 56, 56, 47, 47, 47, 43, 34, 39, 56, 60, 39, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 21, 30, 34, 39, 39, 39, 43, 56, 69, 69, 47, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 30, 21, 17, 26, 39, 47, 43, 34, 34, 43, 39, 21, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21, 26, 21, 17, 21, 34, 52, 43, 30, 30, 30, 26, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 82, 69, 43, 30, 30, 39, 43, 43, 39, 34, 26, 17, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 65, 69, 52, 47, 65, 78, 73, 56, 39, 82, 100, 26, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 47, 52, 47, 47, 60, 69, 65, 52, 47, 65, 73, 52, 0, 0]"
toko buku yasperin,ChIJM7uy202p1TERBRH2gKTTLb8,0.5045050000000001,101.428722,book_store,"[0, 0, 0, 0, 0, 2, 2, 0, 2, 7, 10, 5, 2, 5, 7, 12, 17, 17, 15, 12, 7, 5, 5, 2]","[2, 2, 2, 2, 2, 2, 2, 5, 5, 7, 10, 12, 12, 12, 10, 7, 7, 0, 0, 0, 0, 2, 2, 7]","[10, 10, 7, 5, 10, 12, 12, 10, 7, 5, 5, 10, 15, 17, 12, 7, 5, 5, 7, 12, 17, 17, 15, 10]","[5, 2, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 10, 15, 20, 20, 15, 7, 2, 2, 2, 5]","[7, 7, 5, 5, 2, 2, 2, 0, 0, 2, 12, 25, 27, 20, 15, 15, 15, 10, 5, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 72, 100, 77, 32, 10, 7, 12, 15, 10, 2, 0, 0, 0, 0]"
Toko Muazzam,ChIJHcXDuWCp1TERyJEqFwY4fMQ,0.5114508,101.4101857,book_store,"[0, 0, 0, 0, 0, 0, 8, 17, 26, 34, 43, 39, 34, 26, 26, 39, 52, 43, 39, 69, 60, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 4, 17, 47, 78, 69, 39, 30, 47, 69, 78, 69, 47, 78, 100, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 8, 17, 30, 43, 43, 39, 26, 17, 17, 39, 60, 65, 56, 52, 34, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 17, 30, 39, 47, 52, 47, 43, 39, 43, 56, 47, 34, 47, 47, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 8, 17, 30, 43, 47, 39, 30, 26, 26, 34, 39, 34, 34, 39, 34, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 4, 13, 26, 47, 60, 60, 47, 39, 34, 39, 34, 30, 26, 17, 13, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 17, 26, 34, 39, 43, 43, 34, 26, 17, 13, 13, 21, 21, 0, 0, 0]"
Al Mumtaz,ChIJhwvyG_So1TERs7EZamIMYL4,0.4599603,101.3600189,book_store,"[0, 0, 0, 0, 0, 0, 0, 0, 24, 36, 44, 52, 56, 56, 56, 52, 48, 44, 40, 36, 32, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 36, 64, 60, 48, 56, 64, 76, 80, 76, 72, 64, 52, 44, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 16, 24, 32, 40, 48, 56, 60, 60, 60, 60, 56, 48, 40, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 20, 48, 60, 56, 44, 40, 48, 52, 52, 52, 48, 40, 32, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 28, 44, 48, 56, 80, 100, 84, 64, 56, 56, 52, 44, 40, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 32, 64, 48, 28, 40, 56, 72, 76, 68, 52, 32, 20, 8, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 20, 24, 16, 16, 24, 40, 56, 68, 64, 56, 44, 0, 0, 0]"
AZMAR FOTOCOPY,ChIJ9___WJdO1DERt4jk6o70Btw,0.6736778999999999,101.5877454,book_store,"[0, 0, 0, 0, 0, 0, 20, 20, 20, 26, 26, 26, 26, 26, 33, 40, 66, 86, 100, 93, 60, 33, 0, 0]","[0, 0, 0, 0, 0, 0, 20, 20, 26, 26, 26, 33, 40, 53, 60, 60, 46, 33, 46, 93, 60, 13, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 6, 20, 33, 53, 66, 73, 66, 66, 60, 60, 60, 53, 46, 40, 33, 0, 0]","[0, 0, 0, 0, 0, 0, 13, 20, 26, 33, 40, 40, 46, 46, 46, 53, 60, 80, 86, 73, 40, 20, 0, 0]","[0, 0, 0, 0, 0, 0, 6, 13, 20, 26, 33, 46, 53, 53, 53, 53, 60, 60, 60, 53, 40, 26, 0, 0]","[0, 0, 0, 0, 0, 0, 20, 26, 26, 26, 33, 40, 53, 66, 80, 86, 93, 93, 93, 86, 66, 53, 0, 0]","[0, 0, 0, 0, 0, 0, 13, 13, 20, 26, 33, 46, 60, 66, 66, 66, 60, 53, 53, 66, 60, 40, 0, 0]"
PETERSELI KITCHEN,ChIJ-YOvERSs1TER1tk3upFhaLs,0.5104270000000001,101.454093,cafe,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 14, 22, 26, 25, 21, 16, 16, 28, 45, 49, 35, 15]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 14, 18, 20, 25, 28, 24, 24, 37, 49, 44, 25, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 24, 28, 23, 19, 24, 29, 26, 33, 54, 61, 42, 18]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 19, 24, 28, 30, 30, 29, 32, 40, 48, 45, 31, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 11, 17, 22, 25, 26, 27, 34, 50, 67, 66, 46, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 18, 25, 32, 36, 37, 36, 40, 57, 86, 100, 78, 39]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 10, 19, 29, 36, 39, 37, 37, 47, 61, 58, 37, 14]"
Gerobak Kopi Rambo,ChIJ9c2iGKKu1TER_Bn7_bdrjDM,0.5086729,101.45452009999998,cafe,"[0, 0, 0, 0, 0, 0, 0, 17, 24, 24, 17, 6, 3, 3, 3, 3, 6, 6, 10, 17, 24, 13, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 37, 48, 44, 24, 13, 13, 17, 17, 10, 3, 3, 3, 6, 13, 10, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 27, 41, 37, 24, 10, 3, 3, 3, 3, 3, 3, 3, 13, 17, 13, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 24, 48, 51, 31, 10, 3, 3, 3, 3, 6, 6, 3, 13, 34, 27, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 27, 51, 58, 41, 17, 3, 3, 3, 6, 10, 6, 6, 13, 24, 24, 10, 0]","[0, 0, 0, 0, 0, 0, 0, 24, 62, 79, 51, 13, 3, 3, 3, 10, 6, 3, 3, 3, 3, 6, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 37, 79, 100, 72, 34, 13, 10, 10, 13, 17, 17, 17, 17, 13, 13, 10, 0]"
Kedai Kopi Kerisweet,ChIJKXglLp-u1TEReJDI44jT4rQ,0.5110669999999999,101.4587935,cafe,"[0, 0, 0, 0, 0, 0, 8, 27, 51, 58, 41, 17, 4, 2, 6, 9, 7, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 13, 36, 63, 68, 47, 22, 10, 6, 5, 4, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 16, 48, 83, 83, 49, 18, 7, 6, 7, 6, 5, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 14, 44, 78, 80, 49, 20, 8, 6, 6, 5, 4, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 15, 43, 76, 80, 52, 23, 9, 6, 5, 4, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 22, 53, 86, 92, 66, 33, 13, 6, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 14, 43, 81, 100, 78, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Temok Cafe (Bakso Temok),ChIJx9CIK6Cu1TERgvQVRCgEDbg,0.5129536000000001,101.4562927,cafe,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 21, 22, 17, 13, 21, 37, 40, 44, 50, 20, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 19, 20, 16, 18, 37, 53, 40, 30, 37, 29, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 21, 19, 16, 21, 36, 47, 53, 62, 51, 18, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 17, 19, 17, 14, 22, 43, 49, 45, 41, 27, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 17, 21, 23, 24, 36, 67, 69, 59, 61, 28, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 12, 16, 21, 29, 47, 70, 71, 66, 100, 73, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 20, 20, 19, 25, 47, 76, 91, 84, 57, 23, 0, 0]"
Dapur Cokelat Pekanbaru,ChIJg5dz7xus1TERV-dqnk8lFLI,0.5207906,101.449843,cafe,"[0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 56, 54, 39, 44, 56, 60, 48, 32, 25, 27, 24, 12, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 14, 29, 36, 33, 28, 29, 33, 36, 36, 32, 28, 21, 14, 8, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 13, 67, 100, 62, 45, 59, 68, 63, 51, 41, 36, 28, 16, 5, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 8, 50, 85, 51, 27, 35, 48, 55, 52, 43, 33, 29, 28, 20, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 14, 39, 52, 44, 40, 47, 54, 52, 45, 39, 33, 24, 14, 5, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 20, 39, 47, 43, 37, 37, 39, 35, 27, 18, 14, 20, 21, 8, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 24, 17, 14, 21, 28, 31, 29, 24, 20, 20, 17, 10, 0, 0]"
JCO Giant Pekan Baru,ChIJVTderE2p1TERWHFnz_Uyhb8,0.503537,101.430636,cafe,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 25, 12, 25, 25, 25, 25, 12, 12, 12, 12, 12, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 50, 50, 0, 0, 12, 12, 12, 12, 0, 12, 12, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 12, 0, 0, 0, 12, 12, 25, 37, 37, 37, 25, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 75, 37, 12, 12, 12, 0, 12, 12, 12, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Musholla Darun na'im Sukaramai,ChIJn2yrMxCs1TEROFCAcUSWFKE,0.5263436,101.4472289,mosque,"[0, 0, 0, 0, 0, 0, 0, 0, 66, 88, 77, 55, 44, 44, 44, 44, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 33, 66, 88, 100, 88, 66, 44, 33, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 11, 55, 100, 66, 44, 55, 55, 55, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 22, 33, 44, 55, 55, 55, 44, 44, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 66, 100, 100, 77, 55, 33, 44, 44, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
MASJID NURUL AMAL,ChIJ856mJjOv1TERKQc3W9Pm4II,0.4663679999999999,101.4350536,mosque,"[34, 30, 24, 22, 24, 26, 32, 38, 44, 48, 52, 52, 50, 48, 48, 52, 58, 64, 66, 64, 58, 50, 40, 32]","[26, 22, 20, 22, 28, 34, 42, 48, 50, 52, 52, 50, 48, 44, 42, 44, 48, 52, 56, 58, 56, 50, 42, 34]","[26, 22, 20, 24, 32, 34, 38, 42, 46, 52, 56, 58, 54, 50, 48, 52, 68, 88, 100, 98, 82, 58, 40, 30]","[26, 26, 28, 30, 30, 34, 34, 34, 30, 28, 28, 30, 34, 36, 38, 46, 58, 68, 72, 70, 62, 50, 38, 28]","[22, 20, 22, 26, 16, 20, 26, 32, 40, 46, 50, 52, 52, 48, 44, 44, 48, 58, 68, 74, 68, 54, 38, 24]","[18, 14, 12, 14, 24, 24, 26, 30, 36, 46, 60, 74, 84, 88, 86, 84, 82, 86, 88, 82, 68, 50, 36, 28]","[24, 22, 22, 22, 20, 26, 38, 56, 70, 72, 64, 60, 66, 76, 86, 90, 86, 78, 68, 60, 54, 48, 44, 40]"
Masjid Raudhatul Ma'ruf,ChIJpXK8dRGv1TER9PaCbZZjh4I,0.4653374,101.4650411,mosque,"[13, 11, 11, 8, 13, 13, 13, 11, 11, 8, 22, 55, 55, 19, 11, 19, 30, 38, 38, 30, 22, 16, 13, 13]","[13, 13, 16, 13, 8, 8, 8, 8, 11, 13, 16, 22, 27, 30, 33, 33, 33, 36, 38, 33, 25, 16, 11, 8]","[8, 8, 8, 8, 5, 5, 5, 5, 5, 8, 8, 11, 16, 25, 36, 47, 55, 55, 47, 38, 27, 16, 11, 8]","[8, 5, 5, 5, 8, 5, 5, 2, 5, 11, 16, 22, 25, 25, 25, 30, 47, 63, 75, 72, 61, 44, 33, 27]","[22, 19, 16, 13, 11, 11, 11, 11, 8, 8, 16, 41, 69, 69, 47, 38, 44, 50, 52, 50, 38, 30, 19, 13]","[8, 8, 8, 8, 5, 5, 5, 8, 8, 11, 16, 22, 30, 38, 47, 52, 55, 52, 50, 41, 36, 27, 19, 13]","[11, 8, 5, 5, 8, 8, 11, 19, 36, 58, 83, 100, 97, 83, 69, 66, 80, 94, 94, 77, 55, 33, 22, 16]"
Masjid Darul Aman,ChIJY0uQsJWo1TER4EbLhXlHOn8,0.456763,101.4090211,mosque,"[3, 2, 1, 1, 2, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 29, 17, 11, 15, 19, 17, 12, 6, 3]","[2, 1, 1, 1, 0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 29, 16, 15, 15, 14, 11, 8, 5, 3]","[1, 0, 0, 0, 0, 1, 2, 3, 4, 6, 7, 9, 10, 12, 16, 25, 18, 15, 16, 16, 13, 8, 4, 2]","[1, 0, 0, 0, 0, 1, 2, 3, 4, 6, 7, 9, 11, 12, 12, 24, 33, 17, 20, 19, 12, 6, 3, 2]","[1, 0, 0, 0, 1, 2, 3, 5, 7, 9, 12, 35, 100, 40, 19, 19, 17, 16, 17, 21, 13, 6, 4, 2]","[1, 1, 0, 1, 2, 2, 2, 4, 8, 18, 28, 31, 25, 16, 12, 14, 20, 26, 26, 22, 15, 8, 4, 3]","[2, 2, 2, 2, 2, 4, 8, 12, 17, 22, 27, 29, 30, 28, 26, 23, 20, 18, 16, 13, 11, 9, 7, 4]"
Klinik Pratama RUMAH ZAKAT,ChIJ7e4jIKiu1TERgapsJ66qz4A,0.5143400000000001,101.443855,doctor,"[0, 0, 0, 0, 0, 2, 15, 43, 79, 94, 92, 89, 94, 94, 82, 58, 35, 23, 15, 15, 12, 10, 5, 2]","[0, 0, 0, 0, 0, 2, 12, 41, 69, 66, 46, 41, 46, 53, 53, 51, 43, 33, 23, 15, 7, 5, 2, 0]","[0, 0, 0, 0, 0, 2, 12, 41, 76, 82, 66, 58, 66, 74, 71, 61, 48, 38, 35, 30, 20, 10, 0, 0]","[0, 0, 0, 0, 0, 7, 23, 46, 64, 71, 71, 74, 82, 84, 76, 61, 43, 25, 12, 10, 23, 17, 2, 0]","[0, 0, 0, 0, 0, 0, 12, 41, 79, 100, 87, 71, 71, 79, 76, 61, 41, 33, 41, 43, 25, 0, 0, 0]","[0, 0, 0, 0, 0, 5, 17, 35, 51, 56, 51, 56, 84, 94, 64, 25, 10, 10, 17, 17, 12, 5, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Doctor Raymond Widjajahakim, Sp. KK",ChIJHc26GQis1TERYnAhzXxbhF4,0.5256361999999999,101.4341296,doctor,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 39, 52, 58, 60, 71, 86, 82, 58, 47, 67, 73, 45, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 10, 19, 30, 41, 52, 56, 56, 56, 69, 84, 67, 30, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 23, 36, 50, 60, 65, 63, 54, 45, 45, 52, 52, 34, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 21, 34, 47, 58, 60, 56, 45, 36, 39, 52, 56, 39, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 30, 47, 54, 56, 63, 73, 69, 50, 45, 67, 73, 43, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 32, 58, 78, 80, 86, 100, 93, 60, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Rumah Sakit Mata SMEC Pekanbaru,ChIJL1qmY9au1TERNTEegteoAXQ,0.4800504999999999,101.4391045,doctor,"[0, 0, 0, 0, 0, 0, 0, 0, 32, 54, 72, 77, 70, 58, 49, 42, 32, 20, 10, 4, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 39, 61, 75, 74, 63, 52, 43, 36, 28, 20, 12, 7, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 49, 72, 83, 84, 76, 62, 49, 38, 29, 21, 14, 8, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 46, 59, 58, 51, 48, 48, 45, 36, 25, 15, 9, 5, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 44, 62, 68, 62, 53, 45, 39, 32, 25, 18, 11, 7, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 50, 82, 100, 96, 83, 69, 54, 37, 27, 22, 18, 14, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Klinik Narita,ChIJ39iOd5us1TERvOnPszR_FGQ,0.5638818999999999,101.4405095,doctor,"[13, 9, 4, 2, 6, 11, 18, 25, 37, 48, 58, 65, 67, 65, 60, 55, 53, 60, 72, 83, 88, 79, 58, 37]","[18, 9, 4, 4, 2, 4, 9, 16, 27, 41, 55, 67, 74, 72, 65, 51, 41, 41, 55, 81, 100, 95, 69, 37]","[16, 4, 2, 0, 4, 4, 11, 25, 44, 65, 79, 79, 69, 55, 48, 51, 58, 65, 69, 69, 62, 51, 39, 30]","[20, 11, 6, 4, 9, 16, 23, 34, 46, 55, 65, 69, 69, 62, 53, 46, 69, 67, 58, 79, 93, 86, 60, 32]","[13, 4, 2, 4, 4, 9, 16, 23, 32, 41, 46, 48, 46, 41, 41, 51, 69, 79, 69, 69, 81, 83, 58, 25]","[6, 2, 0, 2, 0, 2, 4, 11, 25, 41, 53, 58, 51, 39, 37, 60, 90, 93, 81, 86, 97, 90, 65, 37]","[16, 4, 2, 0, 2, 2, 4, 9, 16, 23, 30, 37, 41, 44, 46, 48, 51, 53, 53, 51, 46, 37, 30, 20]"
Griya Satwa Pekanbaru,ChIJwXvyJ-yo1TERcQM8AiEcTj4,0.4654668,101.4037327,doctor,"[0, 0, 0, 0, 0, 0, 0, 0, 46, 38, 23, 30, 46, 61, 61, 61, 61, 69, 76, 76, 53, 30, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 84, 46, 30, 46, 69, 84, 84, 76, 76, 76, 69, 53, 30, 15, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 30, 53, 84, 92, 92, 76, 61, 53, 53, 53, 53, 53, 53, 38, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 38, 61, 69, 69, 61, 76, 92, 100, 92, 69, 46, 23, 38, 76, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 46, 61, 76, 69, 61, 53, 61, 69, 69, 53, 46, 61, 69, 38, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 38, 30, 38, 46, 53, 53, 61, 61, 69, 76, 76, 69, 61, 46, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 46, 61, 69, 76, 92, 100, 92, 76, 69, 69, 69, 69, 53, 38, 0, 0]"
Riona Dental Care,ChIJ34RN8luu1TERqat70t-fqDg,0.4992617,101.4651126,dentist,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 93, 83, 63, 70, 86, 86, 66, 46, 43, 56, 53, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 73, 70, 60, 66, 90, 100, 86, 56, 33, 53, 63, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 50, 70, 76, 80, 90, 90, 70, 56, 60, 63, 50, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 43, 63, 73, 66, 50, 43, 80, 96, 43, 53, 53, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 76, 73, 53, 53, 76, 93, 93, 70, 40, 23, 53, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Praktek Dokter Gigi, drg. Agung T Prakoso Sp.BM, drg Diana Yuliarti, drg. Veni S. , Klinik Gigi Yassar",ChIJT_VHaoWs1TERutKEtnL8d3o,0.5604149999999999,101.444118,dentist,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 81, 76, 61, 47, 44, 50, 61, 69, 70, 64, 52, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 86, 61, 46, 50, 60, 61, 60, 64, 78, 86, 75, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 86, 100, 98, 84, 66, 52, 52, 63, 75, 78, 67, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 78, 81, 84, 83, 70, 53, 43, 52, 75, 93, 89, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 93, 75, 64, 67, 76, 83, 84, 81, 72, 60, 46, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 81, 56, 44, 50, 53, 47, 40, 41, 52, 61, 58, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Klinik Narita,ChIJ39iOd5us1TERvOnPszR_FGQ,0.5638818999999999,101.4405095,dentist,"[13, 9, 4, 2, 6, 11, 18, 25, 37, 48, 58, 65, 67, 65, 60, 55, 53, 60, 72, 83, 88, 79, 58, 37]","[18, 9, 4, 4, 2, 4, 9, 16, 27, 41, 55, 67, 74, 72, 65, 51, 41, 41, 55, 81, 100, 95, 69, 37]","[16, 4, 2, 0, 4, 4, 11, 25, 44, 65, 79, 79, 69, 55, 48, 51, 58, 65, 69, 69, 62, 51, 39, 30]","[20, 11, 6, 4, 9, 16, 23, 34, 46, 55, 65, 69, 69, 62, 53, 46, 69, 67, 58, 79, 93, 86, 60, 32]","[13, 4, 2, 4, 4, 9, 16, 23, 32, 41, 46, 48, 46, 41, 41, 51, 69, 79, 69, 69, 81, 83, 58, 25]","[6, 2, 0, 2, 0, 2, 4, 11, 25, 41, 53, 58, 51, 39, 37, 60, 90, 93, 81, 86, 97, 90, 65, 37]","[16, 4, 2, 0, 2, 2, 4, 9, 16, 23, 30, 37, 41, 44, 46, 48, 51, 53, 53, 51, 46, 37, 30, 20]"
Dokter Gigi Yuliana,ChIJ74AiS7Cu1TERZ8XkX1iIMZw,0.5047393,101.4425202,dentist,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 64, 51, 51, 51, 46, 38, 30, 25, 17, 12, 10, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 71, 61, 58, 58, 53, 46, 38, 35, 35, 33, 25, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 97, 92, 71, 53, 43, 38, 35, 30, 23, 17, 10, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 58, 43, 46, 53, 56, 53, 46, 35, 25, 17, 12, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 58, 61, 71, 61, 41, 30, 28, 25, 20, 12, 7, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 48, 28, 17, 17, 20, 20, 20, 15, 12, 7, 5, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
